Date, Name , Memo , Barclays 53895114 , Vat , Net , Purchase / Direct Cost ,,,,,,,,,,,,,,,,,,,,,,,,,
9-Jul-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 48,500.80 "," 8,083.47 "," 40,417.33 "," 40,417.33 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
12-Jul-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            BBP," 19,500.20 "," 3,250.03 "," 16,250.17 "," 16,250.17 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
14-Jul-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 25,850.00 "," 4,308.33 "," 21,541.67 "," 21,541.67 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
15-Jul-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            BBP," 29,780.45 "," 4,963.41 "," 24,817.04 "," 24,817.04 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
15-Jul-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 15,800.58 "," 2,633.43 "," 13,167.15 "," 13,167.15 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
16-Jul-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 35,650.09 "," 5,941.68 "," 29,708.41 "," 29,708.41 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
21-Jul-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            BBP," 35,468.90 "," 5,911.48 "," 29,557.42 "," 29,557.42 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
20-Aug-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 12,500.80 "," 2,083.47 "," 10,417.33 "," 10,417.33 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
13-Sep-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 10,506.80 "," 1,751.13 "," 8,755.67 "," 8,755.67 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
15-Sep-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 2,000.00 ", 333.33 ," 1,666.67 "," 1,666.67 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
29-Sep-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 2,500.00 ", 416.67 ," 2,083.33 "," 2,083.33 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
3-Nov-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 1,200.00 ", 200.00 ," 1,000.00 "," 1,000.00 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
21-Apr-22,SILICON MANAGEMENT,SILICON MANAGEMENT    AS INVOICED        BBP," 4,358.90 ", 726.48 ," 3,632.42 "," 3,632.42 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
11-May-22,SILICON MANAGEMENT,SILICON MANAGEMENT    AS INVOICED BBP," 9,505.50 "," 1,584.25 "," 7,921.25 "," 7,921.25 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
22-Aug-22,TAURUS INVESTIGATION AND PROTECTION SERVICES LTD,TAURUS INVESTIGATI    INVOICE BBP," 6,707.75 "," 1,117.96 "," 5,589.79 "," 5,589.79 ", Taurus Investigation and Protection Services Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
23-Sep-22,TAURUS INVESTIGATION AND PROTECTION SERVICES LTD,TAURUS INVESTIGATI    INVOICE027 FT," 13,536.93 "," 2,256.16 "," 11,280.78 "," 11,280.78 ", Taurus Investigation and Protection Services Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
13-Sep-22,TMT SECURITY LTD,TMT SECURITY SERVI    AS INVOICED FT," 4,588.00 ", 764.67 ," 3,823.33 "," 3,823.33 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
28-Sep-22,TMT SECURITY LTD,TMT SECURITY SERVI    AS INVOICED BBP," 4,588.00 ", 764.67 ," 3,823.33 "," 3,823.33 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
17-Oct-22,TMT SECURITY LTD,TMT SECURITY SERVI    AS INVOICED FT," 7,224.00 "," 1,204.00 "," 6,020.00 "," 6,020.00 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
17-Nov-22,TMT SECURITY LTD,TMT SECURITY SERVI    AS INVOICED FT," 4,856.00 ", 809.33 ," 4,046.67 "," 4,046.67 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
15-Dec-22,TMT SECURITY LTD,TMT SECURITY SERVI    AS INVOICED FT," 1,392.00 ", 232.00 ," 1,160.00 "," 1,160.00 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
18-Jun-21,UK FORCE SERVICES LIMITED,UK FORCE SERVICES     PAY                BBP," 4,950.50 ", 825.08 ," 4,125.42 "," 4,125.42 ", UK Force Services Limited ,,,,,,,,,,,,,,,,,,,,,,,,
21-Jun-21,UK FORCE SERVICES LIMITED,UK FORCE SERVICES     PAY                FT ," 23,682.00 "," 3,947.00 "," 19,735.00 "," 19,735.00 ", UK Force Services Limited ,,,,,,,,,,,,,,,,,,,,,,,,
19-Jul-21,UK FORCE SERVICES LIMITED,UK FORCE SERVICES     PAY                BBP," 25,000.00 "," 4,166.67 "," 20,833.33 "," 20,833.33 ", UK Force Services Limited ,,,,,,,,,,,,,,,,,,,,,,,,
28-Jul-21,UK FORCE SERVICES LIMITED,UK FORCE SERVICES     PAY                FT ," 15,000.00 "," 2,500.00 "," 12,500.00 "," 12,500.00 ", UK Force Services Limited ,,,,,,,,,,,,,,,,,,,,,,,,
20-Aug-21,UK FORCE SERVICES LIMITED,UK FORCE SERVICES     PAY                FT ," 21,600.00 "," 3,600.00 "," 18,000.00 "," 18,000.00 ", UK Force Services Limited ,,,,,,,,,,,,,,,,,,,,,,,,
17-Sep-21,UK FORCE SERVICES LIMITED,UK FORCE SERVICES     PAY                BBP," 22,800.00 "," 3,800.00 "," 19,000.00 "," 19,000.00 ", UK Force Services Limited ,,,,,,,,,,,,,,,,,,,,,,,,
20-Oct-21,UK FORCE SERVICES LIMITED,UK FORCE SERVICES     PAY                BBP," 22,000.00 "," 3,666.67 "," 18,333.33 "," 18,333.33 ", UK Force Services Limited ,,,,,,,,,,,,,,,,,,,,,,,,
25-Nov-21,UK FORCE SERVICES LIMITED,UK FORCE SERVICES     PAY                BBP," 2,408.63 ", 401.44 ," 2,007.19 "," 2,007.19 ", UK Force Services Limited ,,,,,,,,,,,,,,,,,,,,,,,,
20-Dec-21,UK FORCE SERVICES LIMITED,UK FORCE SERVICES     PAY                FT ," 2,448.00 ", 408.00 ," 2,040.00 "," 2,040.00 ", UK Force Services Limited ,,,,,,,,,,,,,,,,,,,,,,,,
24-Dec-21,UK FORCE SERVICES LIMITED,UK FORCE SERVICES     PAY                FT ," 3,521.00 ", 586.83 ," 2,934.17 "," 2,934.17 ", UK Force Services Limited ,,,,,,,,,,,,,,,,,,,,,,,,
25-Jan-22,UK FORCE SERVICES LIMITED,UK FORCE SERVICES     PAY                FT ," 2,013.60 ", 335.60 ," 1,678.00 "," 1,678.00 ", UK Force Services Limited ,,,,,,,,,,,,,,,,,,,,,,,,
16-Feb-22,UK FORCE SERVICES LIMITED,UK FORCE SERVICES     PAY                FT , 60.00 , 10.00 , 50.00 , 50.00 , UK Force Services Limited ,,,,,,,,,,,,,,,,,,,,,,,,
16-Feb-22,UK FORCE SERVICES LIMITED,UK FORCE SERVICES     PAY                FT , 604.80 , 100.80 , 504.00 , 504.00 , UK Force Services Limited ,,,,,,,,,,,,,,,,,,,,,,,,
16-Feb-22,UK FORCE SERVICES LIMITED,UK FORCE SERVICES     PAY                FT , 300.00 , 50.00 , 250.00 , 250.00 , UK Force Services Limited ,,,,,,,,,,,,,,,,,,,,,,,,
22-Mar-22,UK FORCE SERVICES LIMITED,UK FORCE SERVICES     PAY                BBP," 1,492.85 ", 248.81 ," 1,244.04 "," 1,244.04 ", UK Force Services Limited ,,,,,,,,,,,,,,,,,,,,,,,,
25-Jul-22,UK FORCE SERVICES LIMITED,UK FORCE SERVICES     PAY FT," 7,000.00 "," 1,166.67 "," 5,833.33 "," 5,833.33 ", UK Force Services Limited ,,,,,,,,,,,,,,,,,,,,,,,,
29-Nov-22,UK FORCE SERVICES LIMITED,UK FORCE SERVICES     INVOICE BBP," 1,400.00 ", 233.33 ," 1,166.67 "," 1,166.67 ", UK Force Services Limited ,,,,,,,,,,,,,,,,,,,,,,,,
10-Jul-22,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED FT," 20,000.00 "," 3,333.33 "," 16,666.67 "," 16,666.67 ", Xtreme Professional Cleaning Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
30-Aug-22,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED BBP," 4,900.00 ", 816.67 ," 4,083.33 "," 4,083.33 ", Xtreme Professional Cleaning Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
21-Sep-22,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED FT," 5,000.00 ", 833.33 ," 4,166.67 "," 4,166.67 ", Xtreme Professional Cleaning Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
13-Oct-22,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED FT," 22,000.00 "," 3,666.67 "," 18,333.33 "," 18,333.33 ", Xtreme Professional Cleaning Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
14-Oct-22,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED FT," 6,000.00 "," 1,000.00 "," 5,000.00 "," 5,000.00 ", Xtreme Professional Cleaning Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
20-Oct-22,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED FT," 2,000.00 ", 333.33 ," 1,666.67 "," 1,666.67 ", Xtreme Professional Cleaning Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
24-Oct-22,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED BBP," 15,000.00 "," 2,500.00 "," 12,500.00 "," 12,500.00 ", Xtreme Professional Cleaning Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
10-Nov-22,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED FT," 20,000.00 "," 3,333.33 "," 16,666.67 "," 16,666.67 ", Xtreme Professional Cleaning Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
7-Feb-23,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED FT," 40,000.00 "," 6,666.67 "," 33,333.33 "," 33,333.33 ", Xtreme Professional Cleaning Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
9-Feb-23,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED FT," 11,000.00 "," 1,833.33 "," 9,166.67 "," 9,166.67 ", Xtreme Professional Cleaning Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
14-Feb-23,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED FT," 2,000.00 ", 333.33 ," 1,666.67 "," 1,666.67 ", Xtreme Professional Cleaning Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
17-Feb-23,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED FT," 2,500.00 ", 416.67 ," 2,083.33 "," 2,083.33 ", Xtreme Professional Cleaning Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
21-Feb-23,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED FT," 5,000.00 ", 833.33 ," 4,166.67 "," 4,166.67 ", Xtreme Professional Cleaning Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
6-Mar-23,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED BBP," 4,000.00 ", 666.67 ," 3,333.33 "," 3,333.33 ", Xtreme Professional Cleaning Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
10-Mar-23,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED BBP," 28,000.00 "," 4,666.67 "," 23,333.33 "," 23,333.33 ", Xtreme Professional Cleaning Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
13-Mar-23,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED FT," 8,000.00 "," 1,333.33 "," 6,666.67 "," 6,666.67 ", Xtreme Professional Cleaning Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
17-Mar-23,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED BBP," 4,500.00 ", 750.00 ," 3,750.00 "," 3,750.00 ", Xtreme Professional Cleaning Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
22-Mar-23,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED FT," 4,000.00 ", 666.67 ," 3,333.33 "," 3,333.33 ", Xtreme Professional Cleaning Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
3-Apr-23,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED FT," 6,800.00 "," 1,133.33 "," 5,666.67 "," 5,666.67 ", Xtreme Professional Cleaning Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
11-Apr-23,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED FT," 40,000.00 "," 6,666.67 "," 33,333.33 "," 33,333.33 ", Xtreme Professional Cleaning Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
12-Apr-23,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED FT," 6,000.00 "," 1,000.00 "," 5,000.00 "," 5,000.00 ", Xtreme Professional Cleaning Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
17-Apr-23,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED FT," 8,000.00 "," 1,333.33 "," 6,666.67 "," 6,666.67 ", Xtreme Professional Cleaning Ltd ,,,,,,,,,,,,,,,,,,,,,,,,
11-May-22,ZAIN SECURITY SERVICES LTD,ZAIN SECURITY SERV    INVOICE NO 112 BBP," 2,858.00 ", 476.33 ," 2,381.67 "," 2,381.67 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
12-May-22,ZAIN SECURITY SERVICES LTD,ZAIN SECURITY SERV    INVOICE NO 113 FT," 7,580.85 "," 1,263.48 "," 6,317.38 "," 6,317.38 ",#N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
