Date,Type,No.,Customer,Memo,Total before VAT,VAT,Amount,Balance,Status
28/05/2022,Invoice,3898,Mitie Security Ltd,"POUNDLAND 120A PRINCES STREET 

02/05/2022--08.05.2022        F00200053214  In : 173",540.00,108.00,648.00,0.00,paid
28/05/2022,Invoice,3889,Mitie Security Ltd,"POUNDLAND UNIT 9 167201 ARGYLE STREET 
16/05/2022--22.05.2022     F00200053538  Inv 187",540.00,108.00,648.00,0.00,paid
28/05/2022,Invoice,3888,Mitie Security Ltd,"POUNDLAND UNIT 4B NEWKIRKGATE CENTRE

16/05/2022--22.05.2022       F00200053539  Inv 183",540.00,108.00,648.00,0.00,paid
28/05/2022,Invoice,3885,Mitie Security Ltd,"POUNDLAND 142 146 LOTHIAN ROAD 

16/05/2022--22.05.2022      F00200053542  Inv 175",540.00,108.00,648.00,0.00,paid
28/05/2022,Invoice,3884,Mitie Security Ltd,"POUNDLAND 120A PRINCES STREET EDINBURGH EH2 4AD

16/05/2022--22.05.2022        F00200053214   Inv 173",540.00,108.00,648.00,0.00,paid
28/05/2022,Invoice,3893,Mitie Security Ltd,"CO OP EDINBURGH DALRY ROAD

16/05/2022--22.05.2022        F00200026464  invoice no: 35",564.00,112.80,676.80,0.00,paid
28/05/2022,Invoice,3901,Mitie Security Ltd,"POUNDLAND 72 74 SAUCHIEHALL STREET 

02/05/2022--08.05.2022        F00200053540  Inv 180",648.00,129.60,777.60,0.00,paid
28/05/2022,Invoice,3887,Mitie Security Ltd,"POUNDLAND 72 74 SAUCHIEHALL STREET 

16/05/2022--22.05.2022        F00200053540   Inv 180",648.00,129.60,777.60,0.00,paid
28/05/2022,Invoice,3886,Mitie Security Ltd,"POUNDLAND 187 TRONGATE GLASGOW G1 5HF

16/05/2022--22.05.2022       F00200053541  Inv:177",661.50,132.30,793.80,0.00,paid
28/05/2022,Invoice,3894,Mitie Security Ltd,"CO OP EDINBURGH MCDONALD

16/05/2022--22.05.2022      F00200034686",710.64,142.13,852.77,0.00,paid
28/05/2022,Invoice,3891,Mitie Security Ltd,"KETTERING 1 3 ROCKINGHAM ROAD NN16 

16/05/2022--22.05.2022        F00200031145",728.50,145.70,874.20,0.00,paid
28/05/2022,Invoice,3906,Mitie Security Ltd,"JS LEICESTER LONDON ROAD 146 LONDON

02/05/2022--08.05.2022        F00200014740",846.00,169.20,"1,015.20",0.00,paid
28/05/2022,Invoice,3897,Mitie Security Ltd,"MS EDINBURGH 54 PRINCES STREET 

02/05/2022--08.05.2022        F00200053213  Inv: 171",850.50,170.10,"1,020.60",0.00,paid
28/05/2022,Invoice,3883,Mitie Security Ltd,"MS EDINBURGH 54 PRINCES STREET
16/05/2022--22.05.2022        F00200053213    Inv : 171",999.00,199.80,"1,198.80",0.00,paid
30/05/2022,Invoice,3914,ISSUKIRE,W/e 29.05.2022       P105626934   invoice no 20,"11,745.00","2,349.00","14,094.00",0.00,paid
30/05/2022,Invoice,4131,OCS,357881 WE 29.05.2022,"30,182.18","6,036.44","36,218.62",0.00,paid
31/05/2022,Invoice,3916,Alandale Logistics Ltd,we 22.05.2022  1 Sherwood Street,142.80,28.56,171.36,0.00,paid
31/05/2022,Invoice,3915,Alandale Logistics Ltd,we 22.05.2022  Lewisham,142.80,28.56,171.36,0.00,paid
31/05/2022,Invoice,3919,Alandale Logistics Ltd,we 22.05.2022    Warwick Court,547.40,109.48,656.88,0.00,paid
31/05/2022,Invoice,3917,Alandale Logistics Ltd,we 22.05.2022    Nova Victoria,"1,773.75",354.75,"2,128.50",0.00,paid
31/05/2022,Invoice,3918,Alandale Logistics Ltd,we 22.05.2022    The Shard London,"1,896.48",379.30,"2,275.78",0.00,paid
31/05/2022,Invoice,3924,Mitie Security Ltd,"POUNDLAND 187 TRONGATE GLASGOW
23/05/2022--29.05.2022       F00200064362  Inv 216",216.00,43.20,259.20,0.00,paid
31/05/2022,Invoice,3928,Mitie Security Ltd,"NEWCASTLE UNDER LYME LIVERPOOL 
23/05/2022--29.05.2022        	F00200031171  invoice 40",220.50,44.10,264.60,0.00,paid
31/05/2022,Invoice,3932,Mitie Security Ltd,"SQA SCOTTISH QUALIFICATIONS

23/05/2022--29.05.2022     F00200093543  Inv 425",235.00,47.00,282.00,0.00,paid
31/05/2022,Invoice,3930,Mitie Security Ltd,"CO OP EDINBURGH MCDONALD ROAD EH7 4LU

23/05/2022--29.05.2022        F00200034649",406.08,81.22,487.30,0.00,paid
31/05/2022,Invoice,3931,Mitie Security Ltd,"EARL GREY STREET EDINBURGH

23/05/2022--29.05.2022        F00200034647",507.60,101.52,609.12,0.00,paid
31/05/2022,Invoice,3927,Mitie Security Ltd,"POUNDLAND UNIT 4B NEWKIRKGATE

23/05/2022--29.05.2022   ((( F00200193658)))  
                                                INV - - 857",540.00,108.00,648.00,0.00,paid
31/05/2022,Invoice,3922,Mitie Security Ltd,"POUNDLAND 120A 
23/05/2022--29.05.2022     F00200064357  Inv 209",540.00,108.00,648.00,0.00,paid
31/05/2022,Invoice,3929,Mitie Security Ltd,"CO OP EDINBURGH DALRY 
23/05/2022--29.05.2022      F00200034689",609.12,121.82,730.94,0.00,paid
31/05/2022,Invoice,3925,Mitie Security Ltd,"POUNDLAND 72 74 SAUCHIEHALL
23/05/2022--29.05.2022      F00200064359   Inv 211",648.00,129.60,777.60,0.00,paid
31/05/2022,Invoice,3923,Mitie Security Ltd,"POUNDLAND 142 146 LOTHIAN 
23/05/2022--29.05.2022     F00200064363  Inv 214",648.00,129.60,777.60,0.00,paid
31/05/2022,Invoice,3921,Mitie Security Ltd,"MS EDINBURGH 54 PRINCES 
23/05/2022--29.05.2022      F00200064358  Inv 210",999.00,199.80,"1,198.80",0.00,paid
02/06/2022,Invoice,3933,FAO Megan Lee,we 29.05.22    PO Missing,"2,688.00",537.60,"3,225.60",0.00,paid
02/06/2022,Invoice,3934,Mitie Security Ltd,"SQA SCOTTISH QUALIFICATIONS

02/05/2022--08.05.2022      F00200093543  inv 425",364.50,72.90,437.40,183.60,overdue
03/06/2022,Invoice,3939,AMBERSTONE SECURITY LTD,We 22.05.2022,"2,718.73",543.75,"3,262.48",0.00,paid
03/06/2022,Invoice,3940,AMBERSTONE SECURITY LTD,We 29.05.2022,"3,111.41",622.28,"3,733.69",0.00,paid
03/06/2022,Invoice,3938,AMBERSTONE SECURITY LTD,We 15.05.2022,"3,201.33",640.27,"3,841.60",0.00,paid
03/06/2022,Invoice,3937,BRIDGE SECURITY SERVICES LTD,We 29.05.2022,"1,945.80",389.16,"2,334.96",0.00,paid
03/06/2022,Invoice,3936,BRIDGE SECURITY SERVICES LTD,We 22.05.2022,"1,945.80",389.16,"2,334.96",0.00,paid
03/06/2022,Invoice,3935,BRIDGE SECURITY SERVICES LTD,We 15.05.2022,"1,945.80",389.16,"2,334.96",0.00,paid
04/06/2022,Invoice,3944,Atalian Servest Group,May 2022   Manager Jason Silver,174.00,34.80,208.80,0.00,paid
04/06/2022,Invoice,3945,Atalian Servest Group,May 2022   Manager Jez Dyer,384.25,76.85,461.10,0.00,paid
04/06/2022,Invoice,3942,Atalian Servest Group,May 2022   Manager Alan Soutar,485.75,97.15,582.90,26.10,overdue
04/06/2022,Invoice,3946,Atalian Servest Group,May 2022   Manager Wendy Abbott,870.00,174.00,"1,044.00",0.00,paid
04/06/2022,Invoice,3943,Atalian Servest Group,May 2022   Manager Emily Sinden,"7,656.00","1,531.20","9,187.20",0.00,paid
04/06/2022,Invoice,3941,UK Protection Ltd,May 2022,749.25,149.85,899.10,0.00,paid
06/06/2022,Invoice,3959,FAO Megan Lee,we 05.06.22,384.00,76.80,460.80,0.00,paid
06/06/2022,Invoice,3947,ISSUKIRE,W/e 05.06.2022      P105626933   Invoice no 21,"13,357.40","2,671.48","16,028.88",0.00,paid
06/06/2022,Invoice,3954,Mitie Security Ltd,"JS WOLVERHAMPTON ST MARKS

30/05/2022--05.06.2022        F00200034919",379.75,75.95,455.70,0.00,paid
06/06/2022,Invoice,3957,Mitie Security Ltd,"EARL GREY STREET EDINBURGH EH3 9BN

30/05/2022--05.06.2022        F00200034627",507.60,101.52,609.12,0.00,paid
06/06/2022,Invoice,3953,Mitie Security Ltd,"POUNDLAND UNIT 9 167201 ARGYLE STREET

30/05/2022--05.06.2022        F00200038680",540.00,108.00,648.00,0.00,paid
06/06/2022,Invoice,3955,Mitie Security Ltd,"CO OP EDINBURGH DALRY ROAD

30/05/2022--05.06.2022       F00200034622",609.12,121.82,730.94,0.00,paid
06/06/2022,Invoice,3951,Mitie Security Ltd,"POUNDLAND 72 74 SAUCHIEHALL STREET

30/05/2022--05.06.2022        F00200038393",648.00,129.60,777.60,0.00,paid
06/06/2022,Invoice,3950,Mitie Security Ltd,"POUNDLAND 142 146 LOTHIAN ROAD 

30/05/2022--05.06.2022        	F00200038403",648.00,129.60,777.60,0.00,paid
06/06/2022,Invoice,3952,Mitie Security Ltd,"POUNDLAND UNIT 4B NEWKIRKGATE CENTRE

30/05/2022--05.06.2022        F00200038682",756.00,151.20,907.20,0.00,paid
06/06/2022,Invoice,3949,Mitie Security Ltd,"POUNDLAND 120A PRINCES STREET 

30/05/2022--05.06.2022       F00200038395",864.00,172.80,"1,036.80",0.00,paid
06/06/2022,Invoice,3958,Mitie Security Ltd,"SQA SCOTTISH QUALIFICATIONS

30/05/2022--05.06.2022     F00200093543  inv 425",913.68,182.73,"1,096.41",0.00,paid
06/06/2022,Invoice,3948,Mitie Security Ltd,"MS EDINBURGH 54 PRINCES STREET 

30/05/2022--05.06.2022       F00200037744   inv 170","1,309.50",261.90,"1,571.40",0.00,paid
06/06/2022,Invoice,4132,OCS,359341  WE  05.06.2022,"39,350.73","7,870.15","47,220.88",0.00,paid
06/06/2022,Invoice,3960,Securitas Security Services (UK) Ltd,CLEVELAND CLINIC    May  2022    S-POR1045134,"22,518.50","4,503.70","27,022.20",0.00,paid
13/06/2022,Invoice,4133,OCS,360840  WE  12.06.2022,"22,562.50","4,512.50","27,075.00",0.00,paid
14/06/2022,Invoice,3961,GROSVERN,MAY 2022,"2,880.00",576.00,"3,456.00",0.00,paid
17/06/2022,Invoice,3962,Ellis Brigham Ltd,FEB 2022    Ellis Brigham Leases Ltd,"1,101.75",220.35,"1,322.10",0.00,paid
20/06/2022,Invoice,3966,O&B SECURITY LIMITED,WE 15.05.2022,135.00,27.00,162.00,0.00,paid
20/06/2022,Invoice,3964,O&B SECURITY LIMITED,WE 01.05.2022,135.00,27.00,162.00,0.00,paid
20/06/2022,Invoice,3963,O&B SECURITY LIMITED,WE 24.04.2022,135.00,27.00,162.00,0.00,paid
20/06/2022,Invoice,3965,O&B SECURITY LIMITED,WE 08.05.2022,180.00,36.00,216.00,0.00,paid
20/06/2022,Invoice,4134,OCS,362316  WE  19.06.2022,"29,616.78","5,923.36","35,540.14",0.00,paid
23/06/2022,Invoice,3969,Ellis Brigham Ltd,Ellis Brigham Leases Ltd    May 2022,"1,588.99",317.80,"1,906.79",0.00,paid
23/06/2022,Invoice,3968,Ellis Brigham Ltd,Ellis Brigham Ltd    May  2022,"2,365.22",473.04,"2,838.26",0.00,paid
24/06/2022,Invoice,3970,ISSUKIRE,"W/e 12.06.2022   	P105634007  Invoice 301","12,226.20","2,445.24","14,671.44",0.00,paid
24/06/2022,Invoice,3971,ISSUKIRE,"W/e 19.06.2022    	P105634015","12,816.75","2,563.35","15,380.10",0.00,paid
24/06/2022,Invoice,3991,Mitie Security Ltd,"JS CAMBRIDGE CHERRY HINTON
 
13/06/2022--19.06.2022        	F00200039608",228.60,45.72,274.32,0.00,paid
24/06/2022,Invoice,3983,Mitie Security Ltd,"SQA SCOTTISH QUALIFICATIONS AUTH 24 
 
13/06/2022--19.06.2022    F00200093543  inv 425",243.00,48.60,291.60,0.00,paid
24/06/2022,Invoice,3973,Mitie Security Ltd,"CO OP EDINBURGH MCDONALD

06/06/2022--12.06.2022        F00200034623   Invoice 75",406.08,81.22,487.30,0.00,paid
24/06/2022,Invoice,3975,Mitie Security Ltd,"EARL GREY STREET EDINBURGH 

06/06/2022--12.06.2022     F00200094377  inv 441",504.43,100.89,605.32,0.00,paid
24/06/2022,Invoice,3990,Mitie Security Ltd,"POUNDLAND UNIT 9 167201 ARGYLE 
 
13/06/2022--19.06.2022      F00200064354  Inv 206",540.00,108.00,648.00,0.00,paid
24/06/2022,Invoice,3989,Mitie Security Ltd,"POUNDLAND UNIT 4B NEWKIRKGATE
 
13/06/2022--19.06.2022        F00200064352  Inv 204",540.00,108.00,648.00,0.00,paid
24/06/2022,Invoice,3987,Mitie Security Ltd,"POUNDLAND 187 TRONGATE GLASGOW
 
13/06/2022--19.06.2022    F00200064362  Inv 216",540.00,108.00,648.00,0.00,paid
24/06/2022,Invoice,3986,Mitie Security Ltd,"POUNDLAND 142 146 LOTHIAN ROAD 
 
13/06/2022--19.06.2022      F00200064363   Inv 214",540.00,108.00,648.00,0.00,paid
24/06/2022,Invoice,3985,Mitie Security Ltd,"POUNDLAND 120A PRINCES STREET 
 
13/06/2022--19.06.2022        F00200064357  Inv 209",540.00,108.00,648.00,0.00,paid
24/06/2022,Invoice,3981,Mitie Security Ltd,"POUNDLAND UNIT 9 167201 ARGYLE STREET
 
06/06/2022--12.06.2022        F00200064354  Inv 206",540.00,108.00,648.00,0.00,paid
24/06/2022,Invoice,3980,Mitie Security Ltd,"POUNDLAND UNIT 4B NEWKIRKGATE CENTRE

06/06/2022--12.06.2022        F00200064352",540.00,108.00,648.00,0.00,paid
24/06/2022,Invoice,3978,Mitie Security Ltd,"POUNDLAND 142 146 LOTHIAN ROAD 

06/06/2022--12.06.2022     F00200064363  Inv 214",540.00,108.00,648.00,0.00,paid
24/06/2022,Invoice,3977,Mitie Security Ltd,"POUNDLAND 120A PRINCES STREET 

06/06/2022--12.06.2022      F00200064357   Inv 209",540.00,108.00,648.00,0.00,paid
24/06/2022,Invoice,3972,Mitie Security Ltd,"CO OP EDINBURGH DALRY ROAD

06/06/2022--12.06.2022    F00200034642",609.12,121.82,730.94,0.00,paid
24/06/2022,Invoice,3979,Mitie Security Ltd,"POUNDLAND 72 74 SAUCHIEHALL STREET 

06/06/2022--12.06.2022   F00200064359   Inv 211",648.00,129.60,777.60,0.00,paid
24/06/2022,Invoice,3992,Mitie Security Ltd,"CO OP EDINBURGH DALRY ROAD

13/06/2022--19.06.2022     F00200094365  inv 435",685.26,137.05,822.31,0.00,paid
24/06/2022,Invoice,3974,Mitie Security Ltd,"CO OP EDINBURGH SOUTH CLERK

06/06/2022--12.06.2022        F00200034686",710.64,142.13,852.77,0.00,paid
24/06/2022,Invoice,3988,Mitie Security Ltd,"POUNDLAND 72 74 SAUCHIEHALL STREET 
 
13/06/2022--19.06.2022    F00200064359   Inv 211",783.00,156.60,939.60,0.00,paid
24/06/2022,Invoice,3995,Mitie Security Ltd,"EARL GREY STREET EDINBURGH EH3 9BN

13/06/2022--19.06.2022        F00200034643",812.16,162.43,974.59,0.00,paid
24/06/2022,Invoice,3984,Mitie Security Ltd,"MS EDINBURGH 54 PRINCES STREET 
 
13/06/2022--19.06.2022     F00200064358  Inv 210",999.00,199.80,"1,198.80",0.00,paid
24/06/2022,Invoice,3976,Mitie Security Ltd,"MS EDINBURGH 54 PRINCES STREET


06/06/2022--12.06.2022    F00200064358  Inv 210",999.00,199.80,"1,198.80",0.00,paid
24/06/2022,Invoice,4001,STMSECUR,May 2022,"5,238.84","1,047.77","6,286.61",0.00,paid
24/06/2022,Invoice,3999,UK FORCE SERVICES Ltd,April 22,96.00,19.20,115.20,115.20,overdue
24/06/2022,Invoice,4000,UK FORCE SERVICES Ltd,May 22,"1,272.00",254.40,"1,526.40",599.65,overdue
25/06/2022,Invoice,4020,LINGWOOD SECURITY MANAGEMENT Ltd,May 2022,180.00,36.00,216.00,0.00,paid
25/06/2022,Invoice,4005,MK9 Metropolitan Services,May 2022,437.00,87.40,524.40,0.00,paid
25/06/2022,Invoice,4002,OSS Managed Services Ltd,"May 2022  Po Missing    NEW ROAD BASINGSTOKE

RJ76857",238.00,47.60,285.60,0.00,paid
25/06/2022,Invoice,4021,PRIME SECURITY LTD,May 2022,325.00,65.00,390.00,0.00,paid
25/06/2022,Invoice,4008,Securitas Security Services (UK) Ltd,Manager Faisal Jaleel    May 2022   S-POR1046971,116.00,23.20,139.20,0.00,paid
25/06/2022,Invoice,4016,Securitas Security Services (UK) Ltd,Manager TAHIR ALI  May 2022   S-POR1046155,145.00,29.00,174.00,0.00,paid
25/06/2022,Invoice,4011,Securitas Security Services (UK) Ltd,"Manager Martin Edney   May 2022  

S-POR1040119",174.00,34.80,208.80,0.00,paid
25/06/2022,Invoice,4009,Securitas Security Services (UK) Ltd,Manager James Coulter   May 2022   S-POR1046935,174.00,34.80,208.80,0.00,paid
25/06/2022,Invoice,4007,Securitas Security Services (UK) Ltd,Manager ELAINE RUSSELL   May 2022   S-POR1046006,232.00,46.40,278.40,0.00,paid
25/06/2022,Invoice,4015,Securitas Security Services (UK) Ltd,"Manager SHARON ROBERTSON  May 2022 
 S-POR1046156",435.00,87.00,522.00,0.00,paid
25/06/2022,Invoice,4017,Securitas Security Services (UK) Ltd,Manager Guy Watson  May 2022   S-POR1046024,522.00,104.40,626.40,0.00,paid
25/06/2022,Invoice,4012,Securitas Security Services (UK) Ltd,Manager MICHAEL PAUL   May 2022   S-POR1045086,"1,508.00",301.60,"1,809.60",0.00,paid
25/06/2022,Invoice,4006,Securitas Security Services (UK) Ltd,Manager Alex Philiotis     May 2022  S-POR1050480,"3,264.97",652.99,"3,917.96",0.00,paid
25/06/2022,Invoice,4018,Securitas Security Services (UK) Ltd,ManagerGary Keating  May 2022    1046751,"4,437.00",887.40,"5,324.40",0.00,paid
25/06/2022,Invoice,4010,Securitas Security Services (UK) Ltd,Manager Kriss Chapman   May 2022  S-POR1046244,"7,525.50","1,505.10","9,030.60",0.00,paid
25/06/2022,Invoice,4014,Securitas Security Services (UK) Ltd,Manager Sanjiv Gill   May 2022   S-POR1046057,"32,697.50","6,539.50","39,237.00",0.00,paid
25/06/2022,Invoice,4003,Servoca Secure Solutions Ltd,May 2022,"4,257.50",851.50,"5,109.00",0.00,paid
25/06/2022,Invoice,4004,SWL Security Services,May 2022,481.25,96.25,577.50,0.00,paid
27/06/2022,Invoice,4036,AMBERSTONE SECURITY LTD,We 05.06.2022,"2,332.27",466.45,"2,798.72",0.00,paid
27/06/2022,Invoice,4039,BRIDGE SECURITY SERVICES LTD,We 12.06.2022,"1,686.36",337.27,"2,023.63",0.00,paid
27/06/2022,Invoice,4037,BRIDGE SECURITY SERVICES LTD,We 19.06.2022,"1,945.80",389.16,"2,334.96",0.00,paid
27/06/2022,Invoice,4038,BRIDGE SECURITY SERVICES LTD,We 05.06.2022,"2,486.30",497.26,"2,983.56",0.00,paid
