Date, Name , Memo , Barclays 53895114 ,,,,,,,,,,,,,,,,,,,,,,,
22-Apr-22,RK SECURITY LIMITED,RK SECURITY SERVIC    JAV                FT ," 2,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
30-May-22,RK SECURITY LIMITED,RK SECURITY SERVIC    INVOICE2149 FT," 2,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
1-Jun-22,RK SECURITY LIMITED,RK SECURITY SERVIC    INVOICE2149 FT," 1,200.00 ",,,,,,,,,,,,,,,,,,,,,,,
25-Nov-21,RKFM LTD,RK FM LTD             INVOICE            BBP," 5,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
26-Nov-21,RKFM LTD,RK FM LTD             INVOICE            FT ," 5,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
7-Dec-21,RKFM LTD,RK FM LTD             INVOICE            FT ," 5,500.00 ",,,,,,,,,,,,,,,,,,,,,,,
15-Dec-21,RKFM LTD,RK FM LTD             INVOICE            BBP," 20,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
28-Feb-22,RKFM LTD,RK FM LTD             INVOICE 0004       FT ," 10,800.00 ",,,,,,,,,,,,,,,,,,,,,,,
22-Mar-22,RKFM LTD,RK FM LTD             INVOICE            BBP," 10,800.00 ",,,,,,,,,,,,,,,,,,,,,,,
23-Mar-22,RKFM LTD,RK FM LTD             JAV                FT ," 1,478.00 ",,,,,,,,,,,,,,,,,,,,,,,
19-Apr-22,RKFM LTD,RK FM LTD             AS INVOICED        BBP," 12,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
25-May-22,RKFM LTD,RK FM LTD             AS INVOICED BBP," 12,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
27-Jun-22,RKFM LTD,RK FM LTD             AS INVOICED FT," 5,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
11-Jul-22,RKFM LTD,RK FM LTD             INVOICE BBP," 11,525.10 ",,,,,,,,,,,,,,,,,,,,,,,
20-Jul-22,RKFM LTD,RK FM LTD             INVOICE0017 BBP," 12,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
5-Sep-22,RKFM LTD,RK FM LTD             AS INVOICED FT," 6,977.00 ",,,,,,,,,,,,,,,,,,,,,,,
28-Sep-22,RKFM LTD,RK FM LTD             AS INVOICED BBP," 10,308.29 ",,,,,,,,,,,,,,,,,,,,,,,
23-Nov-22,RKFM LTD,RK FM LTD             INVOICE BBP," 18,271.68 ",,,,,,,,,,,,,,,,,,,,,,,
28-Dec-22,RKFM LTD,RK FM LTD             INVOICE BBP," 16,423.81 ",,,,,,,,,,,,,,,,,,,,,,,
27-Jan-23,RKFM LTD,RK FM LTD             AS INVOICED BBP," 18,275.77 ",,,,,,,,,,,,,,,,,,,,,,,
3-Mar-23,RKFM LTD,RK FM LTD             AS INVOICED BBP," 13,755.62 ",,,,,,,,,,,,,,,,,,,,,,,
27-Mar-23,RKFM LTD,RK FM LTD             AS INVOICED FT," 9,606.40 ",,,,,,,,,,,,,,,,,,,,,,,
26-Apr-23,RKFM LTD,RK FM LTD             AS INVOICED BBP," 5,171.98 ",,,,,,,,,,,,,,,,,,,,,,,
12-Sep-22,ROXEN SECURITY LIMITED,ROXEN SECURITY LTD    AS INVOICED FT," 4,500.00 ",,,,,,,,,,,,,,,,,,,,,,,
16-Sep-22,ROXEN SECURITY LIMITED,ROXEN SECURITY LTD    AS INVOICED FT," 2,780.75 ",,,,,,,,,,,,,,,,,,,,,,,
24-Oct-22,ROXEN SECURITY LIMITED,ROXEN SECURITY LTD    AS INVOICED BBP," 20,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
10-Nov-22,ROXEN SECURITY LIMITED,ROXEN SECURITY LTD    AS INVOICED FT," 22,915.25 ",,,,,,,,,,,,,,,,,,,,,,,
14-Nov-22,ROXEN SECURITY LIMITED,ROXEN SECURITY LTD    AS INVOICED FT," 13,295.78 ",,,,,,,,,,,,,,,,,,,,,,,
21-Nov-22,ROXEN SECURITY LIMITED,ROXEN SECURITY LTD    AS INVOICED BBP," 14,500.00 ",,,,,,,,,,,,,,,,,,,,,,,
11-May-22,RR SECURITY SERVICES LTD,RR SECURITY LIMITE    INVOICE 235 BBP," 4,542.44 ",,,,,,,,,,,,,,,,,,,,,,,
13-Jun-22,RR SECURITY SERVICES LTD,RR SECURITY LIMITE    INVOICE 240 BBP," 15,802.13 ",,,,,,,,,,,,,,,,,,,,,,,
13-Jul-22,RR SECURITY SERVICES LTD,RR SECURITY LIMITE    INVOICE 239 FT," 11,201.00 ",,,,,,,,,,,,,,,,,,,,,,,
15-Jul-22,RR SECURITY SERVICES LTD,RR SECURITY LIMITE    INVOICE 246 FT," 3,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
18-Jul-22,RR SECURITY SERVICES LTD,RR SECURITY LIMITE    INVOICE 246 FT," 3,700.00 ",,,,,,,,,,,,,,,,,,,,,,,
21-Jul-22,RR SECURITY SERVICES LTD,RR SECURITY LIMITE    INVOICE 246 FT," 3,600.00 ",,,,,,,,,,,,,,,,,,,,,,,
26-Jul-22,RR SECURITY SERVICES LTD,RR SECURITY LIMITE    INVOICE 245 FT," 2,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
15-Aug-22,RR SECURITY SERVICES LTD,RR SECURITY LIMITE    AS INVOICED FT," 2,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
16-Aug-22,RR SECURITY SERVICES LTD,RR SECURITY LIMITE    INVOICE 245 FT," 3,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
2-Sep-22,RR SECURITY SERVICES LTD,RR SECURITY LIMITE    INVOICE 251 FT," 10,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
5-Sep-22,RR SECURITY SERVICES LTD,RR SECURITY LIMITE    INVOICE 265 BBP," 11,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
5-Sep-22,RR SECURITY SERVICES LTD,RR SECURITY LIMITE    INVOICE 235 FT," 10,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
5-Sep-22,RR SECURITY SERVICES LTD,RR SECURITY LIMITE    AS INVOICED BBP," 10,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
22-Mar-22,SAFETY SECURITY SERVICES LTD,SAFETY SECURITY SE    INVOICE            BBP, 390.00 ,,,,,,,,,,,,,,,,,,,,,,,
22-Jul-21,SDN SECURITY SOLUTION,SDN SECURITY SOLUT    INVOICE            BBP, 920.00 ,,,,,,,,,,,,,,,,,,,,,,,
23-Jul-21,SDN SECURITY SOLUTION,SDN SECURITY SOLUT    INVOICE            FT ," 6,850.45 ",,,,,,,,,,,,,,,,,,,,,,,
26-Jul-21,SDN SECURITY SOLUTION,SDN SECURITY SOLUT    INVOICE            FT ," 11,415.00 ",,,,,,,,,,,,,,,,,,,,,,,
29-Jul-21,SDN SECURITY SOLUTION,SDN SECURITY SOLUT    INVOICE            BBP," 8,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
9-Aug-21,SDN SECURITY SOLUTION,SDN SECURITY SOLUT    INVOICE            BBP," 21,580.52 ",,,,,,,,,,,,,,,,,,,,,,,
9-Aug-21,SDN SECURITY SOLUTION,SDN SECURITY SOLUT    INVOICE            FT ," 20,748.00 ",,,,,,,,,,,,,,,,,,,,,,,
13-Oct-21,SDN SECURITY SOLUTION,SDN SECURITY SOLUT    INVOICE            BBP," 40,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
14-Oct-21,SDN SECURITY SOLUTION,SDN SECURITY SOLUT    INVOICE            FT ," 39,590.50 ",,,,,,,,,,,,,,,,,,,,,,,
19-Oct-21,SDN SECURITY SOLUTION,SDN SECURITY SOLUT    INVOICE            FT ," 25,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
18-Nov-21,SDN SECURITY SOLUTION,SDN SECURITY SOLUT    INVOICE            BBP," 30,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
23-Nov-21,SDN SECURITY SOLUTION,SDN SECURITY SOLUT    INVOICE            BBP," 50,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
24-Nov-21,SDN SECURITY SOLUTION,SDN SECURITY SOLUT    INVOICE            BBP," 50,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
1-Dec-21,SDN SECURITY SOLUTION,SDN SECURITY SOLUT    INVOICE            BBP," 50,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
2-Dec-21,SDN SECURITY SOLUTION,SDN SECURITY SOLUT    INVOICE            BBP," 20,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
15-Dec-21,SDN SECURITY SOLUTION,SDN SECURITY SOLUT    INVOICE            FT ," 40,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
24-Dec-21,SDN SECURITY SOLUTION,SDN SECURITY SOLUT    INVOICE            FT ," 30,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
22-Mar-22,SECURE FIRST FM LTD,SECURE FIRST FM LT    GUARDIAN FM / 71   BBP," 5,400.00 ",,,,,,,,,,,,,,,,,,,,,,,
19-Apr-22,SECURE FIRST FM LTD,SECURE FIRST FM LT    AS INVOICED        BBP," 9,363.75 ",,,,,,,,,,,,,,,,,,,,,,,
25-May-22,SECURE FIRST FM LTD,SECURE FIRST FM LT    AS INVOICED BBP," 13,669.20 ",,,,,,,,,,,,,,,,,,,,,,,
23-Jun-22,SECURE FIRST FM LTD,SECURE FIRST FM LT    GUARDIAN FM / 74 BBP," 11,445.83 ",,,,,,,,,,,,,,,,,,,,,,,
1-Jul-22,SECURE FIRST FM LTD,SECURE FIRST FM LT    AS INVOICED FT," 2,289.17 ",,,,,,,,,,,,,,,,,,,,,,,
20-Jul-22,SECURE FIRST FM LTD,SECURE FIRST FM LT    GUARDIAN FM / 108 BBP," 15,437.96 ",,,,,,,,,,,,,,,,,,,,,,,
25-Aug-22,SECURE FIRST FM LTD,SECURE FIRST FM LT    GUARDIAN FM / 71 BBP," 10,767.30 ",,,,,,,,,,,,,,,,,,,,,,,
28-Sep-22,SECURE FIRST FM LTD,SECURE FIRST FM LT    AS INVOICED BBP," 15,030.30 ",,,,,,,,,,,,,,,,,,,,,,,
24-Oct-22,SECURE FIRST FM LTD,SECURE FIRST FM LT    AS INVOICED BBP," 19,406.34 ",,,,,,,,,,,,,,,,,,,,,,,
23-Nov-22,SECURE FIRST FM LTD,SECURE FIRST FM LT    AS INVOICED BBP," 19,272.00 ",,,,,,,,,,,,,,,,,,,,,,,
28-Nov-22,SECURE FIRST FM LTD,SECURE FIRST FM LT    AS INVOICED BBP," 1,380.00 ",,,,,,,,,,,,,,,,,,,,,,,
19-Dec-22,SECURE FIRST FM LTD,SECURE FIRST FM LT    LOAN FT," 5,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
28-Dec-22,SECURE FIRST FM LTD,SECURE FIRST FM LT    AS INVOICED BBP," 17,607.60 ",,,,,,,,,,,,,,,,,,,,,,,
25-Jan-23,SECURE FIRST FM LTD,SECURE FIRST FM LT    GUARDIAN FM / 71 BBP," 15,548.83 ",,,,,,,,,,,,,,,,,,,,,,,
27-Feb-23,SECURE FIRST FM LTD,SECURE FIRST FM LT    AS INVOICED BBP," 9,092.93 ",,,,,,,,,,,,,,,,,,,,,,,
27-Mar-23,SECURE FIRST FM LTD,SECURE FIRST FM LT    AS INVOICED BBP," 9,446.40 ",,,,,,,,,,,,,,,,,,,,,,,
26-Apr-23,SECURE FIRST FM LTD,SECURE FIRST FM LT    GUARDIAN FM / 71 BBP," 8,067.50 ",,,,,,,,,,,,,,,,,,,,,,,
10-Mar-22,SECURITY SAFE ZONE LTD,SECURITY ZONE MIDL    INVOICE BBP," 24,428.40 ",,,,,,,,,,,,,,,,,,,,,,,
22-Mar-22,SECURITY SAFE ZONE LTD,SECURITY ZONE MIDL    INVOICE            BBP," 6,500.00 ",,,,,,,,,,,,,,,,,,,,,,,
24-Mar-22,SECURITY SAFE ZONE LTD,SECURITY ZONE MIDL    INVOICE215         BBP," 7,148.00 ",,,,,,,,,,,,,,,,,,,,,,,
4-Apr-22,SECURITY SAFE ZONE LTD,SECURITY ZONE MIDL    INVOICE217         BBP," 2,730.92 ",,,,,,,,,,,,,,,,,,,,,,,
19-Apr-22,SECURITY SAFE ZONE LTD,SECURITY ZONE MIDL    INVOICE219         BBP," 23,010.00 ",,,,,,,,,,,,,,,,,,,,,,,
20-May-22,SECURITY SAFE ZONE LTD,SECURITY ZONE MIDL    INVOICE230 BBP," 15,968.44 ",,,,,,,,,,,,,,,,,,,,,,,
23-Jun-22,SECURITY SAFE ZONE LTD,SECURITY ZONE MIDL    INVOICE232 BBP," 16,122.60 ",,,,,,,,,,,,,,,,,,,,,,,
20-Jul-22,SECURITY SAFE ZONE LTD,SECURITY ZONE MIDL    INVOICE BBP," 12,052.00 ",,,,,,,,,,,,,,,,,,,,,,,
26-Aug-22,SECURITY SAFE ZONE LTD,SECURITY ZONE MIDL    INVOICE225 FT," 24,373.00 ",,,,,,,,,,,,,,,,,,,,,,,
30-Aug-22,SECURITY SAFE ZONE LTD,SECURITY ZONE MIDL    INVOICE239 BBP," 10,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
24-Oct-22,SECURITY SAFE ZONE LTD,SECURITY ZONE MIDL    INVOICE BBP," 9,447.00 ",,,,,,,,,,,,,,,,,,,,,,,
26-Oct-22,SECURITY SAFE ZONE LTD,SECURITY ZONE MIDL    INVOICE BBP," 20,896.80 ",,,,,,,,,,,,,,,,,,,,,,,
23-Nov-22,SECURITY SAFE ZONE LTD,SECURITY ZONE MIDL    INVOICE BBP," 17,431.32 ",,,,,,,,,,,,,,,,,,,,,,,
28-Dec-22,SECURITY SAFE ZONE LTD,SECURITY ZONE MIDL    INVOICE BBP," 3,344.29 ",,,,,,,,,,,,,,,,,,,,,,,
28-Dec-22,SECURITY SAFE ZONE LTD,SECURITY ZONE MIDL    INVOICE BBP," 10,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
27-Jan-23,SECURITY SAFE ZONE LTD,SECURITY ZONE MIDL    INVOICE BBP," 16,144.80 ",,,,,,,,,,,,,,,,,,,,,,,
8-Mar-23,SECURITY SAFE ZONE LTD,SECURITY ZONE MIDL    INVOICE BBP," 12,381.60 ",,,,,,,,,,,,,,,,,,,,,,,
27-Mar-23,SECURITY SAFE ZONE LTD,SECURITY ZONE MIDL    INVOICE BBP," 12,909.60 ",,,,,,,,,,,,,,,,,,,,,,,
26-Apr-23,SECURITY SAFE ZONE LTD,SECURITY ZONE MIDL    INVOICE BBP," 17,943.64 ",,,,,,,,,,,,,,,,,,,,,,,
26-Apr-23,SECURITY SMART LTD,SECURITY SMART LTD    AS PER INVOICE BBP," 9,500.00 ",,,,,,,,,,,,,,,,,,,,,,,
27-Apr-23,SECURITY SMART LTD,SECURITY SMART LTD    AS PER INVOICE FT," 6,500.00 ",,,,,,,,,,,,,,,,,,,,,,,
28-Apr-23,SECURITY SMART LTD,SECURITY SMART LTD    AS PER INVOICE BBP," 14,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
4-May-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 15,408.58 ",,,,,,,,,,,,,,,,,,,,,,,
4-May-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 15,808.90 ",,,,,,,,,,,,,,,,,,,,,,,
4-May-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            BBP," 11,200.40 ",,,,,,,,,,,,,,,,,,,,,,,
10-May-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 49,500.80 ",,,,,,,,,,,,,,,,,,,,,,,
11-May-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 5,208.80 ",,,,,,,,,,,,,,,,,,,,,,,
17-May-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            BBP," 49,450.67 ",,,,,,,,,,,,,,,,,,,,,,,
17-May-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 8,050.80 ",,,,,,,,,,,,,,,,,,,,,,,
19-May-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 26,508.80 ",,,,,,,,,,,,,,,,,,,,,,,
24-May-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 13,580.50 ",,,,,,,,,,,,,,,,,,,,,,,
24-May-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 3,850.80 ",,,,,,,,,,,,,,,,,,,,,,,
1-Jun-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 27,500.80 ",,,,,,,,,,,,,,,,,,,,,,,
1-Jun-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 22,500.80 ",,,,,,,,,,,,,,,,,,,,,,,
10-Jun-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            BBP," 49,500.50 ",,,,,,,,,,,,,,,,,,,,,,,
11-Jun-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 6,850.80 ",,,,,,,,,,,,,,,,,,,,,,,
11-Jun-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            BBP," 48,390.56 ",,,,,,,,,,,,,,,,,,,,,,,
15-Jun-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 49,500.50 ",,,,,,,,,,,,,,,,,,,,,,,
16-Jun-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 22,580.90 ",,,,,,,,,,,,,,,,,,,,,,,
17-Jun-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 22,508.80 ",,,,,,,,,,,,,,,,,,,,,,,
18-Jun-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 25,805.80 ",,,,,,,,,,,,,,,,,,,,,,,
21-Jun-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 9,508.80 ",,,,,,,,,,,,,,,,,,,,,,,
21-Jun-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 2,580.74 ",,,,,,,,,,,,,,,,,,,,,,,
22-Jun-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 12,580.58 ",,,,,,,,,,,,,,,,,,,,,,,
23-Jun-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 2,580.58 ",,,,,,,,,,,,,,,,,,,,,,,
24-Jun-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 26,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
29-Jun-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 49,580.50 ",,,,,,,,,,,,,,,,,,,,,,,
30-Jun-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            BBP," 49,980.90 ",,,,,,,,,,,,,,,,,,,,,,,
7-Jul-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 32,085.80 ",,,,,,,,,,,,,,,,,,,,,,,
8-Jul-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            BBP," 49,567.45 ",,,,,,,,,,,,,,,,,,,,,,,
9-Jul-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 48,500.80 ",,,,,,,,,,,,,,,,,,,,,,,
12-Jul-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            BBP," 19,500.20 ",,,,,,,,,,,,,,,,,,,,,,,
14-Jul-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 25,850.00 ",,,,,,,,,,,,,,,,,,,,,,,
15-Jul-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            BBP," 29,780.45 ",,,,,,,,,,,,,,,,,,,,,,,
15-Jul-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 15,800.58 ",,,,,,,,,,,,,,,,,,,,,,,
16-Jul-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 35,650.09 ",,,,,,,,,,,,,,,,,,,,,,,
21-Jul-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            BBP," 35,468.90 ",,,,,,,,,,,,,,,,,,,,,,,
20-Aug-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 12,500.80 ",,,,,,,,,,,,,,,,,,,,,,,
13-Sep-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 10,506.80 ",,,,,,,,,,,,,,,,,,,,,,,
15-Sep-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 2,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
29-Sep-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 2,500.00 ",,,,,,,,,,,,,,,,,,,,,,,
3-Nov-21,SILICON MANAGEMENT,SILCON MANAGEMNET     INVOICE            FT ," 1,200.00 ",,,,,,,,,,,,,,,,,,,,,,,
21-Apr-22,SILICON MANAGEMENT,SILICON MANAGEMENT    AS INVOICED        BBP," 4,358.90 ",,,,,,,,,,,,,,,,,,,,,,,
11-May-22,SILICON MANAGEMENT,SILICON MANAGEMENT    AS INVOICED BBP," 9,505.50 ",,,,,,,,,,,,,,,,,,,,,,,
22-Aug-22,TAURUS INVESTIGATION AND PROTECTION SERVICES LTD,TAURUS INVESTIGATI    INVOICE BBP," 6,707.75 ",,,,,,,,,,,,,,,,,,,,,,,
23-Sep-22,TAURUS INVESTIGATION AND PROTECTION SERVICES LTD,TAURUS INVESTIGATI    INVOICE027 FT," 13,536.93 ",,,,,,,,,,,,,,,,,,,,,,,
13-Sep-22,TMT SECURITY LTD,TMT SECURITY SERVI    AS INVOICED FT," 4,588.00 ",,,,,,,,,,,,,,,,,,,,,,,
28-Sep-22,TMT SECURITY LTD,TMT SECURITY SERVI    AS INVOICED BBP," 4,588.00 ",,,,,,,,,,,,,,,,,,,,,,,
17-Oct-22,TMT SECURITY LTD,TMT SECURITY SERVI    AS INVOICED FT," 7,224.00 ",,,,,,,,,,,,,,,,,,,,,,,
17-Nov-22,TMT SECURITY LTD,TMT SECURITY SERVI    AS INVOICED FT," 4,856.00 ",,,,,,,,,,,,,,,,,,,,,,,
15-Dec-22,TMT SECURITY LTD,TMT SECURITY SERVI    AS INVOICED FT," 1,392.00 ",,,,,,,,,,,,,,,,,,,,,,,
18-Jun-21,UK FORCE SERVICES LIMITED,UK FORCE SERVICES     PAY                BBP," 4,950.50 ",,,,,,,,,,,,,,,,,,,,,,,
21-Jun-21,UK FORCE SERVICES LIMITED,UK FORCE SERVICES     PAY                FT ," 23,682.00 ",,,,,,,,,,,,,,,,,,,,,,,
19-Jul-21,UK FORCE SERVICES LIMITED,UK FORCE SERVICES     PAY                BBP," 25,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
28-Jul-21,UK FORCE SERVICES LIMITED,UK FORCE SERVICES     PAY                FT ," 15,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
20-Aug-21,UK FORCE SERVICES LIMITED,UK FORCE SERVICES     PAY                FT ," 21,600.00 ",,,,,,,,,,,,,,,,,,,,,,,
17-Sep-21,UK FORCE SERVICES LIMITED,UK FORCE SERVICES     PAY                BBP," 22,800.00 ",,,,,,,,,,,,,,,,,,,,,,,
20-Oct-21,UK FORCE SERVICES LIMITED,UK FORCE SERVICES     PAY                BBP," 22,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
25-Nov-21,UK FORCE SERVICES LIMITED,UK FORCE SERVICES     PAY                BBP," 2,408.63 ",,,,,,,,,,,,,,,,,,,,,,,
20-Dec-21,UK FORCE SERVICES LIMITED,UK FORCE SERVICES     PAY                FT ," 2,448.00 ",,,,,,,,,,,,,,,,,,,,,,,
24-Dec-21,UK FORCE SERVICES LIMITED,UK FORCE SERVICES     PAY                FT ," 3,521.00 ",,,,,,,,,,,,,,,,,,,,,,,
25-Jan-22,UK FORCE SERVICES LIMITED,UK FORCE SERVICES     PAY                FT ," 2,013.60 ",,,,,,,,,,,,,,,,,,,,,,,
16-Feb-22,UK FORCE SERVICES LIMITED,UK FORCE SERVICES     PAY                FT , 60.00 ,,,,,,,,,,,,,,,,,,,,,,,
16-Feb-22,UK FORCE SERVICES LIMITED,UK FORCE SERVICES     PAY                FT , 604.80 ,,,,,,,,,,,,,,,,,,,,,,,
16-Feb-22,UK FORCE SERVICES LIMITED,UK FORCE SERVICES     PAY                FT , 300.00 ,,,,,,,,,,,,,,,,,,,,,,,
22-Mar-22,UK FORCE SERVICES LIMITED,UK FORCE SERVICES     PAY                BBP," 1,492.85 ",,,,,,,,,,,,,,,,,,,,,,,
25-Jul-22,UK FORCE SERVICES LIMITED,UK FORCE SERVICES     PAY FT," 7,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
29-Nov-22,UK FORCE SERVICES LIMITED,UK FORCE SERVICES     INVOICE BBP," 1,400.00 ",,,,,,,,,,,,,,,,,,,,,,,
10-Jul-22,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED FT," 20,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
30-Aug-22,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED BBP," 4,900.00 ",,,,,,,,,,,,,,,,,,,,,,,
21-Sep-22,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED FT," 5,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
13-Oct-22,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED FT," 22,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
14-Oct-22,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED FT," 6,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
20-Oct-22,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED FT," 2,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
24-Oct-22,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED BBP," 15,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
10-Nov-22,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED FT," 20,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
7-Feb-23,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED FT," 40,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
9-Feb-23,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED FT," 11,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
14-Feb-23,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED FT," 2,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
17-Feb-23,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED FT," 2,500.00 ",,,,,,,,,,,,,,,,,,,,,,,
21-Feb-23,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED FT," 5,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
6-Mar-23,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED BBP," 4,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
10-Mar-23,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED BBP," 28,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
13-Mar-23,XTREME PROFESSIONAL CLEANING LTD,XTREME PROFESSIONA    AS INVOICED FT," 8,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
