Date, Name , Memo , Barclays 53895114 ,,,,,,,,,,,,,,,,,,,,,,,
28-Dec-22,PPE SECURITY LTD,ADVANTEDGE COMMERC    14435 BBP," 11,289.60 ",,,,,,,,,,,,,,,,,,,,,,,
25-Jan-23,PPE SECURITY LTD,ADVANTEDGE COMMERC    14435/PPE BBP," 6,165.60 ",,,,,,,,,,,,,,,,,,,,,,,
27-Feb-23,PPE SECURITY LTD,ADVANTEDGE COMMERC    14435/PPE BBP," 15,086.15 ",,,,,,,,,,,,,,,,,,,,,,,
27-Mar-23,PPE SECURITY LTD,ADVANTEDGE COMMERC    14435/PPE BBP," 11,088.00 ",,,,,,,,,,,,,,,,,,,,,,,
26-Apr-23,PPE SECURITY LTD,ADVANTEDGE COMMERC    14435/PPE BBP," 11,272.80 ",,,,,,,,,,,,,,,,,,,,,,,
22-Mar-22,PREMIER RESOURCES LTD,PREMIER RESOURCES     INV REF/GFM        BBP," 2,520.00 ",,,,,,,,,,,,,,,,,,,,,,,
28-Mar-22,PREMIER RESOURCES LTD,PREMIER RESOURCES     INV REF/GFM        FT ," 2,394.00 ",,,,,,,,,,,,,,,,,,,,,,,
19-Apr-22,PREMIER RESOURCES LTD,PREMIER RESOURCES     INV REF/GFM        FT ," 2,637.00 ",,,,,,,,,,,,,,,,,,,,,,,
16-May-22,PROSEC SOLUTIONS LTD,PROSEC SOLUTIONS L    INVOICE 0252 BBP," 4,580.52 ",,,,,,,,,,,,,,,,,,,,,,,
17-May-22,PROSEC SOLUTIONS LTD,PROSEC SOLUTIONS L    INVOICE 0254 FT," 16,518.00 ",,,,,,,,,,,,,,,,,,,,,,,
18-Aug-22,PROSEC SOLUTIONS LTD,PROSEC SOLUTIONS L    INVOICE 0259 FT," 6,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
21-Sep-22,PROSEC SOLUTIONS LTD,PROSEC SOLUTIONS L    INVOICE 0284 FT," 16,134.00 ",,,,,,,,,,,,,,,,,,,,,,,
26-Sep-22,PROSEC SOLUTIONS LTD,PROSEC SOLUTIONS L    INVOICE 0264 FT," 22,984.70 ",,,,,,,,,,,,,,,,,,,,,,,
26-Oct-22,PROSEC SOLUTIONS LTD,PROSEC SOLUTIONS L    AS INVOICED BBP," 25,302.00 ",,,,,,,,,,,,,,,,,,,,,,,
23-Nov-22,PROSEC SOLUTIONS LTD,PROSEC SOLUTIONS L    INVOICE 0252 BBP," 5,041.90 ",,,,,,,,,,,,,,,,,,,,,,,
28-Dec-22,PROSEC SOLUTIONS LTD,PROSEC SOLUTIONS L    AS INVOICED BBP," 4,837.37 ",,,,,,,,,,,,,,,,,,,,,,,
27-Jan-23,PROSEC SOLUTIONS LTD,PROSEC SOLUTIONS L    INVOICE 0257 BBP," 4,126.00 ",,,,,,,,,,,,,,,,,,,,,,,
10-Mar-23,PROSEC SOLUTIONS LTD,PROSEC SOLUTIONS L    AS INVOICED GRP, 960.00 ,,,,,,,,,,,,,,,,,,,,,,,
27-Mar-23,PROSEC SOLUTIONS LTD,PROSEC SOLUTIONS L    AS INVOICED BBP," 1,870.00 ",,,,,,,,,,,,,,,,,,,,,,,
12-May-22,RADLEIGH SECURITY & FM LIMITED,RADLEIGH SECURITY     AS INVOICED FT," 8,518.00 ",,,,,,,,,,,,,,,,,,,,,,,
28-Nov-22,RADLEIGH SECURITY & FM LIMITED,RADLEIGH SECURITY     AS INVOICED BBP," 4,500.00 ",,,,,,,,,,,,,,,,,,,,,,,
28-Dec-22,RADLEIGH SECURITY & FM LIMITED,RADLEIGH SECURITY     AS INVOICED BBP," 13,017.88 ",,,,,,,,,,,,,,,,,,,,,,,
25-Jan-23,RADLEIGH SECURITY & FM LIMITED,RADLEIGH SECURITY     AS INVOICED BBP," 7,500.00 ",,,,,,,,,,,,,,,,,,,,,,,
27-Feb-23,RADLEIGH SECURITY & FM LIMITED,RADLEIGH SECURITY     AS INVOICED BBP," 16,472.53 ",,,,,,,,,,,,,,,,,,,,,,,
1-Mar-23,RADLEIGH SECURITY & FM LIMITED,RADLEIGH SECURITY     AS INVOICED BBP," 17,618.45 ",,,,,,,,,,,,,,,,,,,,,,,
27-Mar-23,RADLEIGH SECURITY & FM LIMITED,RADLEIGH SECURITY     AS INVOICED BBP," 10,236.50 ",,,,,,,,,,,,,,,,,,,,,,,
28-Apr-23,RADLEIGH SECURITY & FM LIMITED,RADLEIGH SECURITY     AS INVOICED BBP," 21,635.10 ",,,,,,,,,,,,,,,,,,,,,,,
4-May-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE             INVOICE            FT ," 6,258.50 ",,,,,,,,,,,,,,,,,,,,,,,
17-May-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 20,508.80 ",,,,,,,,,,,,,,,,,,,,,,,
10-Jun-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE             INVOICE            BBP," 27,500.25 ",,,,,,,,,,,,,,,,,,,,,,,
30-Jun-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE             INVOICE            FT ," 34,580.80 ",,,,,,,,,,,,,,,,,,,,,,,
8-Jul-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE             INVOICE            BBP," 49,567.45 ",,,,,,,,,,,,,,,,,,,,,,,
12-Jul-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE             INVOICE            FT ," 9,658.80 ",,,,,,,,,,,,,,,,,,,,,,,
15-Jul-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE             INVOICE            FT ," 32,580.80 ",,,,,,,,,,,,,,,,,,,,,,,
20-Jul-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE             INVOICE            BBP," 35,565.00 ",,,,,,,,,,,,,,,,,,,,,,,
23-Jul-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 15,500.80 ",,,,,,,,,,,,,,,,,,,,,,,
26-Jul-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 15,080.58 ",,,,,,,,,,,,,,,,,,,,,,,
26-Jul-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 35,805.80 ",,,,,,,,,,,,,,,,,,,,,,,
4-Aug-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 29,508.65 ",,,,,,,,,,,,,,,,,,,,,,,
5-Aug-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 29,508.80 ",,,,,,,,,,,,,,,,,,,,,,,
9-Aug-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 30,545.50 ",,,,,,,,,,,,,,,,,,,,,,,
9-Aug-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 45,450.56 ",,,,,,,,,,,,,,,,,,,,,,,
10-Aug-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 25,467.56 ",,,,,,,,,,,,,,,,,,,,,,,
10-Aug-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 45,252.35 ",,,,,,,,,,,,,,,,,,,,,,,
10-Aug-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 25,520.35 ",,,,,,,,,,,,,,,,,,,,,,,
11-Aug-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 38,542.56 ",,,,,,,,,,,,,,,,,,,,,,,
11-Aug-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 35,452.56 ",,,,,,,,,,,,,,,,,,,,,,,
13-Aug-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 35,252.50 ",,,,,,,,,,,,,,,,,,,,,,,
17-Aug-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 16,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
17-Aug-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 47,500.00 ",,,,,,,,,,,,,,,,,,,,,,,
20-Aug-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 45,450.56 ",,,,,,,,,,,,,,,,,,,,,,,
25-Aug-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 19,000.58 ",,,,,,,,,,,,,,,,,,,,,,,
26-Aug-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 25,808.50 ",,,,,,,,,,,,,,,,,,,,,,,
31-Aug-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 25,430.80 ",,,,,,,,,,,,,,,,,,,,,,,
31-Aug-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 49,550.50 ",,,,,,,,,,,,,,,,,,,,,,,
6-Sep-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 49,567.40 ",,,,,,,,,,,,,,,,,,,,,,,
7-Sep-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 15,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
9-Sep-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 45,689.45 ",,,,,,,,,,,,,,,,,,,,,,,
9-Sep-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 48,956.80 ",,,,,,,,,,,,,,,,,,,,,,,
10-Sep-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 47,562.32 ",,,,,,,,,,,,,,,,,,,,,,,
13-Sep-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 43,520.60 ",,,,,,,,,,,,,,,,,,,,,,,
13-Sep-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 48,520.50 ",,,,,,,,,,,,,,,,,,,,,,,
14-Sep-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 49,856.32 ",,,,,,,,,,,,,,,,,,,,,,,
15-Sep-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 48,956.32 ",,,,,,,,,,,,,,,,,,,,,,,
16-Sep-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 49,580.52 ",,,,,,,,,,,,,,,,,,,,,,,
17-Sep-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 20,150.05 ",,,,,,,,,,,,,,,,,,,,,,,
17-Sep-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 49,230.52 ",,,,,,,,,,,,,,,,,,,,,,,
20-Sep-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 47,658.20 ",,,,,,,,,,,,,,,,,,,,,,,
22-Sep-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 49,520.32 ",,,,,,,,,,,,,,,,,,,,,,,
23-Sep-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 35,252.32 ",,,,,,,,,,,,,,,,,,,,,,,
28-Sep-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 48,950.20 ",,,,,,,,,,,,,,,,,,,,,,,
28-Sep-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 39,879.90 ",,,,,,,,,,,,,,,,,,,,,,,
5-Oct-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 49,523.52 ",,,,,,,,,,,,,,,,,,,,,,,
8-Oct-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 30,088.80 ",,,,,,,,,,,,,,,,,,,,,,,
8-Oct-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 49,850.25 ",,,,,,,,,,,,,,,,,,,,,,,
11-Oct-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 49,768.90 ",,,,,,,,,,,,,,,,,,,,,,,
11-Oct-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 49,456.78 ",,,,,,,,,,,,,,,,,,,,,,,
11-Oct-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 47,895.20 ",,,,,,,,,,,,,,,,,,,,,,,
11-Oct-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 33,520.50 ",,,,,,,,,,,,,,,,,,,,,,,
11-Oct-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 25,450.55 ",,,,,,,,,,,,,,,,,,,,,,,
12-Oct-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 48,560.98 ",,,,,,,,,,,,,,,,,,,,,,,
12-Oct-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 40,520.32 ",,,,,,,,,,,,,,,,,,,,,,,
13-Oct-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 49,582.31 ",,,,,,,,,,,,,,,,,,,,,,,
14-Oct-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 39,585.32 ",,,,,,,,,,,,,,,,,,,,,,,
15-Oct-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 38,952.32 ",,,,,,,,,,,,,,,,,,,,,,,
19-Oct-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 49,789.34 ",,,,,,,,,,,,,,,,,,,,,,,
21-Oct-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 49,852.32 ",,,,,,,,,,,,,,,,,,,,,,,
21-Oct-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 48,769.32 ",,,,,,,,,,,,,,,,,,,,,,,
29-Oct-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 35,789.67 ",,,,,,,,,,,,,,,,,,,,,,,
2-Nov-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 49,678.90 ",,,,,,,,,,,,,,,,,,,,,,,
5-Nov-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 20,858.80 ",,,,,,,,,,,,,,,,,,,,,,,
10-Nov-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 49,567.00 ",,,,,,,,,,,,,,,,,,,,,,,
12-Nov-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 24,580.00 ",,,,,,,,,,,,,,,,,,,,,,,
12-Nov-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 25,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
16-Nov-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 25,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
17-Nov-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 24,856.80 ",,,,,,,,,,,,,,,,,,,,,,,
18-Nov-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 6,580.78 ",,,,,,,,,,,,,,,,,,,,,,,
18-Nov-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 49,879.45 ",,,,,,,,,,,,,,,,,,,,,,,
19-Nov-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 25,080.90 ",,,,,,,,,,,,,,,,,,,,,,,
19-Nov-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 24,800.80 ",,,,,,,,,,,,,,,,,,,,,,,
22-Nov-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 40,789.90 ",,,,,,,,,,,,,,,,,,,,,,,
22-Nov-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 49,879.90 ",,,,,,,,,,,,,,,,,,,,,,,
23-Nov-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 15,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
23-Nov-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 15,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
24-Nov-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 20,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
30-Nov-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 30,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
1-Dec-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 10,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
2-Dec-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 25,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
10-Dec-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 30,450.56 ",,,,,,,,,,,,,,,,,,,,,,,
10-Dec-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 45,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
13-Dec-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 49,820.30 ",,,,,,,,,,,,,,,,,,,,,,,
13-Dec-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 20,054.50 ",,,,,,,,,,,,,,,,,,,,,,,
13-Dec-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 49,580.80 ",,,,,,,,,,,,,,,,,,,,,,,
14-Dec-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 47,560.67 ",,,,,,,,,,,,,,,,,,,,,,,
14-Dec-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 49,560.80 ",,,,,,,,,,,,,,,,,,,,,,,
15-Dec-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 39,670.98 ",,,,,,,,,,,,,,,,,,,,,,,
16-Dec-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 48,560.78 ",,,,,,,,,,,,,,,,,,,,,,,
17-Dec-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 20,058.80 ",,,,,,,,,,,,,,,,,,,,,,,
22-Dec-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 25,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
24-Dec-21,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 45,679.90 ",,,,,,,,,,,,,,,,,,,,,,,
4-Jan-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 15,258.80 ",,,,,,,,,,,,,,,,,,,,,,,
10-Jan-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 12,580.80 ",,,,,,,,,,,,,,,,,,,,,,,
10-Jan-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 49,585.25 ",,,,,,,,,,,,,,,,,,,,,,,
10-Jan-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 49,580.52 ",,,,,,,,,,,,,,,,,,,,,,,
10-Jan-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 48,632.20 ",,,,,,,,,,,,,,,,,,,,,,,
11-Jan-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 47,582.30 ",,,,,,,,,,,,,,,,,,,,,,,
12-Jan-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 45,625.30 ",,,,,,,,,,,,,,,,,,,,,,,
17-Jan-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 49,230.80 ",,,,,,,,,,,,,,,,,,,,,,,
17-Jan-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 34,579.80 ",,,,,,,,,,,,,,,,,,,,,,,
24-Jan-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 48,520.32 ",,,,,,,,,,,,,,,,,,,,,,,
2-Feb-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 7,200.00 ",,,,,,,,,,,,,,,,,,,,,,,
9-Feb-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 37,560.98 ",,,,,,,,,,,,,,,,,,,,,,,
9-Feb-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 46,870.00 ",,,,,,,,,,,,,,,,,,,,,,,
10-Feb-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 26,580.00 ",,,,,,,,,,,,,,,,,,,,,,,
10-Feb-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 45,560.00 ",,,,,,,,,,,,,,,,,,,,,,,
14-Feb-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 12,000.98 ",,,,,,,,,,,,,,,,,,,,,,,
16-Feb-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 48,908.89 ",,,,,,,,,,,,,,,,,,,,,,,
18-Feb-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            BBP," 37,680.90 ",,,,,,,,,,,,,,,,,,,,,,,
28-Feb-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    PAYMENT            FT ," 8,520.80 ",,,,,,,,,,,,,,,,,,,,,,,
11-Apr-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE BRANDING    INVOICE 212        BBP," 1,800.56 ",,,,,,,,,,,,,,,,,,,,,,,
12-Sep-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE MARKETIN    00967192BBL FT, 950.00 ,,,,,,,,,,,,,,,,,,,,,,,
8-Nov-22,RED APPLE BRANDING AND MARKETING CONSULTANCY LTD,RED APPLE MARKETIN    00967192BBL BBP," 1,000.00 ",,,,,,,,,,,,,,,,,,,,,,,
10-Feb-23,REFINE SECURITY SERVICES,REFINE SECURITY SE    AS PER INVOICE GRP," 2,662.20 ",,,,,,,,,,,,,,,,,,,,,,,
10-Mar-23,REFINE SECURITY SERVICES,REFINE SECURITY SE    AS PER INVOICE GRP," 3,770.00 ",,,,,,,,,,,,,,,,,,,,,,,
11-Apr-23,REFINE SECURITY SERVICES,REFINE SECURITY SE    AS PER INVOICE GRP," 5,439.00 ",,,,,,,,,,,,,,,,,,,,,,,
25-May-22,RIA SECURITY LTD  ,RIA SECURITY LTD      AS INVOICED BBP," 4,950.45 ",,,,,,,,,,,,,,,,,,,,,,,
31-May-22,RIA SECURITY LTD  ,RIA SECURITY LTD      AS INVOICED BBP," 7,925.45 ",,,,,,,,,,,,,,,,,,,,,,,
23-Jun-22,RIA SECURITY LTD  ,RIA SECURITY LTD      AS INVOICED BBP," 1,260.00 ",,,,,,,,,,,,,,,,,,,,,,,
20-Jul-22,RIA SECURITY LTD  ,RIA SECURITY LTD      AS INVOICED BBP, 102.00 ,,,,,,,,,,,,,,,,,,,,,,,
27-Mar-23,RIA SECURITY LTD  ,RIA SECURITY LTD      AS INVOICED BBP, 408.00 ,,,,,,,,,,,,,,,,,,,,,,,
26-Apr-23,RIA SECURITY LTD  ,RIA SECURITY LTD      AS INVOICED BBP," 3,191.52 ",,,,,,,,,,,,,,,,,,,,,,,
28-Apr-23,RIA SECURITY LTD  ,RIA SECURITY LTD      AS INVOICED BBP," 2,334.00 ",,,,,,,,,,,,,,,,,,,,,,,
30-Mar-22,RK SECURITY LIMITED,RK SECURITY SERVIC    INVOICE2145        BBP," 3,500.00 ",,,,,,,,,,,,,,,,,,,,,,,
31-Mar-22,RK SECURITY LIMITED,RK SECURITY SERVIC    INVOICE2147        BBP," 7,350.00 ",,,,,,,,,,,,,,,,,,,,,,,
4-Apr-22,RK SECURITY LIMITED,RK SECURITY SERVIC    INVOICE2149        BBP," 3,624.52 ",,,,,,,,,,,,,,,,,,,,,,,
19-Apr-22,RK SECURITY LIMITED,RK SECURITY SERVIC    INVOICE2150        BBP," 10,217.00 ",,,,,,,,,,,,,,,,,,,,,,,
